,0,1,2,3,4,5,6
5,natural gas ,"5,802","6,459","6,069","5,734","3,811",747
6,crude oil ,"11,977","11,320","8,416","5,738","1,780",578
7,nuclear ,245,191,123,0,0,0
8,renewables ,"7,921","11,039","13,334","16,447","22,800","27,215"
9,hydro ,"2,601","2,869","2,877","2,921","2,943","2,951"
10,wind ,27,468,990,"1,577","3,385","4,519"
11,solar ,22,595,"1,271","2,269","4,340","5,488"
12,biomass (& renewable waste) ,"5,139","6,759","7,640","8,850","9,474","9,361"
13,geothermal ,132,347,521,704,"2,443","4,572"
14,ocean energy ,0,0,36,126,216,324
15,of which non-energy use ,"1,498","1,557","1,526","1,510","1,479","1,479"
16,net electricity imports (final energy) ,4,10,10,10,10,10
17,total res incl. net electricity import ,"7,924","11,046","13,336","16,448","22,810","27,224"
18,res share ,29%,37%,46%,57%,80%,95%
