,VMA number,Filename,Title on xls,Has data?,Use weight?,Fixed Mean,Fixed High,Fixed Low,Category,Directory
24,25,Bandwidth_Cost,Bandwidth Cost,True,True,29.296798250530248,36.05144401614957,22.542152484910932,telepresence,drawdown-master/solution/telepresence/vma_data/VMA_info.csv
25,26,Annual_Maintenance_Cost,Annual Maintenance Cost,True,True,284.9131903716075,638.6050651212001,103.62294794940846,telepresence,drawdown-master/solution/telepresence/vma_data/VMA_info.csv
26,27,Global_Adoption_by_2050,Global Adoption by 2050,True,False,0.16,0.2619803902718557,0.058019609728144315,telepresence,drawdown-master/solution/telepresence/vma_data/VMA_info.csv
27,28,Discount_Rates_Commercial,Discount Rates - Commercial,True,False,0.0922,0.1231735370921695,0.06122646290783049,telepresence,drawdown-master/solution/telepresence/vma_data/VMA_info.csv
28,29,CONVENTIONAL_Revenue_per_Functional_Unit,CONVENTIONAL Revenue per Functional Unit,False,False,,,,telepresence,drawdown-master/solution/telepresence/vma_data/VMA_info.csv
29,30,SOLUTION_Revenue_per_Functional_Unit,SOLUTION Revenue per Functional Unit,False,False,,,,telepresence,drawdown-master/solution/telepresence/vma_data/VMA_info.csv
0,1,Current_Adoption,Current Adoption,True,False,64646599722.550674,74659570334.3678,54633629110.73357,cars,drawdown-master/solution/cars/vma_data/VMA_info.csv
1,2,CONVENTIONAL_First_Cost_per_Implementation_Unit_for_replaced_practices_technologies,CONVENTIONAL First Cost per Implementation Unit for replaced practices/technologies,True,True,27301.838757440702,34446.297637807904,20157.37987707352,cars,drawdown-master/solution/cars/vma_data/VMA_info.csv
2,3,SOLUTION_First_Cost_per_Implementation_Unit,SOLUTION First Cost per Implementation Unit,True,True,32952.421904137664,40895.10088673392,25009.742921541398,cars,drawdown-master/solution/cars/vma_data/VMA_info.csv
3,4,Lifetime_Capacity_CONVENTIONAL,Lifetime Capacity - CONVENTIONAL,True,False,312461.1068981493,390197.2103653039,234725.00343099463,cars,drawdown-master/solution/cars/vma_data/VMA_info.csv
4,5,Lifetime_Capacity_SOLUTION,Lifetime Capacity - SOLUTION,True,False,312461.10689814953,312461.10689814953,312461.10689814953,cars,drawdown-master/solution/cars/vma_data/VMA_info.csv
5,6,Average_Annual_Use_CONVENTIONAL,Average Annual Use - CONVENTIONAL,True,False,24807.10964561463,24807.10964561463,24807.10964561463,cars,drawdown-master/solution/cars/vma_data/VMA_info.csv
6,7,Average_Annual_Use_SOLUTION,Average Annual Use - SOLUTION,True,False,24807.109645614648,24807.109645614648,24807.109645614648,cars,drawdown-master/solution/cars/vma_data/VMA_info.csv
7,8,CONVENTIONAL_VARIABLE_Operating_Cost_per_Functional_Unit,CONVENTIONAL VARIABLE Operating Cost per Functional Unit,True,False,0.011798301217552484,0.016441231532959562,0.007155370902145405,cars,drawdown-master/solution/cars/vma_data/VMA_info.csv
8,9,SOLUTION_VARIABLE_Operating_Cost_per_Functional_Unit,SOLUTION VARIABLE Operating Cost per Functional Unit ,True,False,0.00700545722102493,0.009794792407209041,0.004216122034840819,cars,drawdown-master/solution/cars/vma_data/VMA_info.csv
9,10,CONVENTIONAL_FIXED_Operating_Cost_per_Implementation_Unit,CONVENTIONAL FIXED Operating Cost per Implementation Unit,True,False,9794.335088291717,14350.943144486899,5237.727032096531,cars,drawdown-master/solution/cars/vma_data/VMA_info.csv
10,11,SOLUTION_FIXED_Operating_Cost_per_Implementation_Unit,SOLUTION FIXED Operating Cost per Implementation Unit ,True,False,9794.335088291717,14350.943144486899,5237.727032096531,cars,drawdown-master/solution/cars/vma_data/VMA_info.csv
11,12,Electricty_Consumed_per_Functional_Unit_CONVENTIONAL,Electricty Consumed per Functional Unit - CONVENTIONAL,False,False,,,,cars,drawdown-master/solution/cars/vma_data/VMA_info.csv
12,13,Energy_Efficiency_Factor_SOLUTION,Energy Efficiency Factor - SOLUTION,False,False,,,,cars,drawdown-master/solution/cars/vma_data/VMA_info.csv
13,14,Total_Energy_Used_per_functional_unit_SOLUTION,Total Energy Used per functional unit - SOLUTION,False,False,,,,cars,drawdown-master/solution/cars/vma_data/VMA_info.csv
14,15,Fuel_Consumed_per_Functional_Unit_CONVENTIONAL,Fuel Consumed per Functional Unit - CONVENTIONAL,True,False,0.05294180348093162,0.0633205904462522,0.04256301651561105,cars,drawdown-master/solution/cars/vma_data/VMA_info.csv
15,16,Fuel_Efficiency_Factor_SOLUTION,Fuel Efficiency Factor - SOLUTION,True,False,0.3683548938375828,0.4282278369760641,0.3084819506991015,cars,drawdown-master/solution/cars/vma_data/VMA_info.csv
16,17,Direct_Emissions_per_CONVENTIONAL_Functional_Unit,Direct Emissions per CONVENTIONAL Functional Unit,False,False,,,,cars,drawdown-master/solution/cars/vma_data/VMA_info.csv
17,18,Direct_Emissions_per_SOLUTION_Functional_Unit,Direct Emissions per SOLUTION Functional Unit,False,False,,,,cars,drawdown-master/solution/cars/vma_data/VMA_info.csv
18,19,Indirect_CO2_Emissions_per_CONVENTIONAL_Implementation_OR_functional_Unit_CHOOSE_ONLY_ONE_on_Advanced_Controls,Indirect CO2 Emissions per CONVENTIONAL Implementation OR functional Unit -- CHOOSE ONLY ONE on Advanced Controls,True,False,9.651605026524015,15.451980449982349,3.8512296030656783,cars,drawdown-master/solution/cars/vma_data/VMA_info.csv
19,20,Indirect_CO2_Emissions_per_SOLUTION_Implementation_Unit_Select_on_Advanced_Controls,Indirect CO2 Emissions per SOLUTION Implementation Unit (Select on Advanced Controls),True,False,10.011136535413234,14.251816769410008,5.770456301416464,cars,drawdown-master/solution/cars/vma_data/VMA_info.csv
20,21,CH4_CO2eq_Tons_Reduced,CH4-CO2eq Tons Reduced,False,False,,,,cars,drawdown-master/solution/cars/vma_data/VMA_info.csv
21,22,N2O_CO2eq_Tons_Reduced,N2O-CO2eq Tons Reduced,False,False,,,,cars,drawdown-master/solution/cars/vma_data/VMA_info.csv
22,23,Urban_Travel_TAM_Current,Urban Travel TAM - Current,True,False,27295.73066666667,28930.70485171493,25660.75648161841,cars,drawdown-master/solution/cars/vma_data/VMA_info.csv
23,24,Urban_Travel_TAM_Projected,Urban Travel TAM - Projected,True,False,52910.92242178973,60843.40271941565,44978.44212416381,cars,drawdown-master/solution/cars/vma_data/VMA_info.csv
24,25,Interurban_Travel_TAM_Current,Interurban Travel TAM - Current,True,False,26233.704,26665.488,25801.92,cars,drawdown-master/solution/cars/vma_data/VMA_info.csv
25,26,Interurban_Travel_TAM_Projected,Interurban Travel TAM - Projected,True,False,49964.623531804675,57294.52673429901,42634.72032931035,cars,drawdown-master/solution/cars/vma_data/VMA_info.csv
26,27,Average_Global_Car_Occupancy_Conventional,Average Global Car Occupancy - Conventional,True,False,1.573555955953989,1.573555955953989,1.573555955953989,cars,drawdown-master/solution/cars/vma_data/VMA_info.csv
27,28,Discount_Rate_Households,Discount Rate: Households,True,False,0.04,0.04999999999999999,0.030000000000000013,cars,drawdown-master/solution/cars/vma_data/VMA_info.csv
28,29,Learning_Rate,Learning Rate,True,False,0.07,0.07,0.07,cars,drawdown-master/solution/cars/vma_data/VMA_info.csv
29,30,Average_Global_Car_Occupancy_Solution,Average Global Car Occupancy - Solution,True,False,1.573555955953989,1.573555955953989,1.573555955953989,cars,drawdown-master/solution/cars/vma_data/VMA_info.csv
30,31,CONVENTIONAL_Revenue_per_Functional_Unit,CONVENTIONAL Revenue per Functional Unit,False,False,,,,cars,drawdown-master/solution/cars/vma_data/VMA_info.csv
31,32,SOLUTION_Revenue_per_Functional_Unit,SOLUTION Revenue per Functional Unit,False,False,,,,cars,drawdown-master/solution/cars/vma_data/VMA_info.csv
0,1,Current_Adoption,Current Adoption,True,False,7.0,7.0,7.0,womensmallholders,drawdown-master/solution/womensmallholders/vma_data/VMA_info.csv
1,2,CONVENTIONAL_First_Cost_per_Implementation_Unit_for_replaced_practices_technologies,CONVENTIONAL First Cost per Implementation Unit for replaced practices/technologies,False,False,,,,womensmallholders,drawdown-master/solution/womensmallholders/vma_data/VMA_info.csv
2,3,SOLUTION_First_Cost_per_Implementation_Unit_of_the_solution,SOLUTION First Cost per Implementation Unit of the solution,False,False,,,,womensmallholders,drawdown-master/solution/womensmallholders/vma_data/VMA_info.csv
3,4,CONVENTIONAL_Operating_Cost_per_Functional_Unit_per_Annum,CONVENTIONAL Operating Cost per Functional Unit per Annum,True,True,895.1431797257135,1314.61316591612,475.6731935353068,womensmallholders,drawdown-master/solution/womensmallholders/vma_data/VMA_info.csv
4,5,SOLUTION_Operating_Cost_per_Functional_Unit_per_Annum,SOLUTION Operating Cost per Functional Unit per Annum,False,False,,,,womensmallholders,drawdown-master/solution/womensmallholders/vma_data/VMA_info.csv
5,6,CONVENTIONAL_Net_Profit_Margin_per_Functional_Unit_per_Annum,CONVENTIONAL Net Profit Margin per Functional Unit per Annum,True,True,492.812900674218,756.5772367053148,229.0485646431211,womensmallholders,drawdown-master/solution/womensmallholders/vma_data/VMA_info.csv
6,7,SOLUTION_Net_Profit_Margin_per_Functional_Unit_per_Annum,SOLUTION Net Profit Margin per Functional Unit per Annum,True,False,663.7579979034224,1038.5212769941786,288.9947188126661,womensmallholders,drawdown-master/solution/womensmallholders/vma_data/VMA_info.csv
7,8,Yield_from_CONVENTIONAL_Practice,Yield  from CONVENTIONAL Practice,True,True,4966.875899309569,7568.225960312099,2365.525838307038,womensmallholders,drawdown-master/solution/womensmallholders/vma_data/VMA_info.csv
8,9,Yield_Gain_Increase_from_CONVENTIONAL_to_SOLUTION,Yield Gain (% Increase from CONVENTIONAL to SOLUTION),True,False,0.2555263157894737,0.511541399313257,-0.0004887677343097252,womensmallholders,drawdown-master/solution/womensmallholders/vma_data/VMA_info.csv
9,10,Electricty_Consumed_per_Functional_Unit_CONVENTIONAL,Electricty Consumed per Functional Unit - CONVENTIONAL,False,False,,,,womensmallholders,drawdown-master/solution/womensmallholders/vma_data/VMA_info.csv
10,11,Energy_Efficiency_Factor_SOLUTION,Energy Efficiency Factor - SOLUTION,False,False,,,,womensmallholders,drawdown-master/solution/womensmallholders/vma_data/VMA_info.csv
11,12,Total_Energy_Used_per_functional_unit_SOLUTION,Total Energy Used per functional unit - SOLUTION,False,False,,,,womensmallholders,drawdown-master/solution/womensmallholders/vma_data/VMA_info.csv
12,13,Fuel_Consumed_per_Functional_Unit_CONVENTIONAL,Fuel Consumed per Functional Unit - CONVENTIONAL,False,False,,,,womensmallholders,drawdown-master/solution/womensmallholders/vma_data/VMA_info.csv
13,14,Fuel_Efficiency_Factor_SOLUTION,Fuel Efficiency Factor - SOLUTION,False,False,,,,womensmallholders,drawdown-master/solution/womensmallholders/vma_data/VMA_info.csv
14,15,t_CO2_eq_Aggregate_emissions_Reduced_per_Land_Unit,t CO2-eq (Aggregate emissions) Reduced per Land Unit,True,False,313.79112686765546,454.5133360661529,173.06891766915803,womensmallholders,drawdown-master/solution/womensmallholders/vma_data/VMA_info.csv
15,16,t_CO2_Reduced_per_Land_Unit,t CO2 Reduced per Land Unit,False,False,,,,womensmallholders,drawdown-master/solution/womensmallholders/vma_data/VMA_info.csv
16,17,t_N2O_CO2_eq_Reduced_per_Land_Unit,t N2O-CO2-eq Reduced per Land Unit,False,False,,,,womensmallholders,drawdown-master/solution/womensmallholders/vma_data/VMA_info.csv
17,18,t_CH4_CO2_eq_Reduced_per_Land_Unit,t CH4-CO2-eq Reduced per Land Unit,False,False,,,,womensmallholders,drawdown-master/solution/womensmallholders/vma_data/VMA_info.csv
18,19,Indirect_CO2_Emissions_per_CONVENTIONAL_Implementation_OR_functional_Unit_CHOOSE_ONLY_ONE,Indirect CO2 Emissions per CONVENTIONAL Implementation OR functional Unit -- CHOOSE ONLY ONE,False,False,,,,womensmallholders,drawdown-master/solution/womensmallholders/vma_data/VMA_info.csv
19,20,Indirect_CO2_Emissions_per_Implementation_Unit_SOLUTION,Indirect CO2 Emissions per  Implementation Unit - SOLUTION,False,False,,,,womensmallholders,drawdown-master/solution/womensmallholders/vma_data/VMA_info.csv
20,21,Sequestration_Rates,Sequestration Rates,False,False,,,,womensmallholders,drawdown-master/solution/womensmallholders/vma_data/VMA_info.csv
21,22,Sequestered_Carbon_NOT_Emitted_after_Cyclical_Harvesting_Clearing,Sequestered Carbon NOT Emitted after Cyclical Harvesting/Clearing,False,False,,,,womensmallholders,drawdown-master/solution/womensmallholders/vma_data/VMA_info.csv
22,23,Disturbance_Rate,Disturbance Rate,False,False,,,,womensmallholders,drawdown-master/solution/womensmallholders/vma_data/VMA_info.csv
23,24,Forest_Degradation_Rate,Forest Degradation Rate ,True,False,0.30744176929826944,0.30744176929826944,0.30744176929826944,womensmallholders,drawdown-master/solution/womensmallholders/vma_data/VMA_info.csv
24,25,Percent_Women_Force_in_Agriculture,Percent Women Force in Agriculture,True,False,0.44333333333333336,0.4852326836332551,0.4014339830334116,womensmallholders,drawdown-master/solution/womensmallholders/vma_data/VMA_info.csv
25,26,Percent_Women_Farmholders_in_Agriculture,Percent Women Farmholders in Agriculture,True,False,0.16160666666666668,0.22394582111856606,0.09926751221476723,womensmallholders,drawdown-master/solution/womensmallholders/vma_data/VMA_info.csv
26,27,Avoided_Deforested_Area_With_Increase_in_Agricultural_Intensification,Avoided Deforested Area With Increase in Agricultural Intensification,True,False,0.2555263157894737,0.2555263157894737,0.2555263157894737,womensmallholders,drawdown-master/solution/womensmallholders/vma_data/VMA_info.csv
0,1,Current_Adoption,Current Adoption,True,False,4898244109596.979,8812832089595.156,983656129598.8011,masstransit,drawdown-master/solution/masstransit/vma_data/VMA_info.csv
1,2,CONVENTIONAL_First_Cost_per_Implementation_Unit_for_replaced_practices_technologies,CONVENTIONAL First Cost per Implementation Unit for replaced practices/technologies,True,False,1.2321684547799998,1.2321684547799998,1.2321684547799998,masstransit,drawdown-master/solution/masstransit/vma_data/VMA_info.csv
2,3,SOLUTION_First_Cost_per_Implementation_Unit,SOLUTION First Cost per Implementation Unit,False,False,,,,masstransit,drawdown-master/solution/masstransit/vma_data/VMA_info.csv
3,4,Lifetime_Capacity_CONVENTIONAL,Lifetime Capacity - CONVENTIONAL,True,False,14.162003603585898,14.162003603585898,14.162003603585898,masstransit,drawdown-master/solution/masstransit/vma_data/VMA_info.csv
4,5,Lifetime_Capacity_SOLUTION,Lifetime Capacity - SOLUTION,True,False,7.019830211942057,7.019830211942057,7.019830211942057,masstransit,drawdown-master/solution/masstransit/vma_data/VMA_info.csv
5,6,Average_Annual_Use_CONVENTIONAL,Average Annual Use - CONVENTIONAL,True,False,14.162003603585898,14.162003603585898,14.162003603585898,masstransit,drawdown-master/solution/masstransit/vma_data/VMA_info.csv
6,7,Average_Annual_Use_SOLUTION,Average Annual Use - SOLUTION,True,False,7.019830211942057,7.019830211942057,7.019830211942057,masstransit,drawdown-master/solution/masstransit/vma_data/VMA_info.csv
7,8,CONVENTIONAL_VARIABLE_Operating_Cost_per_Functional_Unit,CONVENTIONAL VARIABLE Operating Cost per Functional Unit,True,False,0.013273817396536613,0.01627460697626729,0.01027302781680593,masstransit,drawdown-master/solution/masstransit/vma_data/VMA_info.csv
8,9,SOLUTION_VARIABLE_Operating_Cost_per_Functional_Unit,SOLUTION VARIABLE Operating Cost per Functional Unit ,True,True,0.15725630094718854,0.27576958762131976,0.03874301427305732,masstransit,drawdown-master/solution/masstransit/vma_data/VMA_info.csv
9,10,CONVENTIONAL_FIXED_Operating_Cost_per_Implementation_Unit,CONVENTIONAL FIXED Operating Cost per Implementation Unit,True,False,1.5971260490990509,2.0882829000148506,1.1059691981832511,masstransit,drawdown-master/solution/masstransit/vma_data/VMA_info.csv
10,11,SOLUTION_FIXED_Operating_Cost_per_Implementation_Unit,SOLUTION FIXED Operating Cost per Implementation Unit ,False,False,,,,masstransit,drawdown-master/solution/masstransit/vma_data/VMA_info.csv
11,12,Electricty_Consumed_per_Functional_Unit_CONVENTIONAL,Electricty Consumed per Functional Unit - CONVENTIONAL,False,False,,,,masstransit,drawdown-master/solution/masstransit/vma_data/VMA_info.csv
12,13,Energy_Efficiency_Factor_SOLUTION,Energy Efficiency Factor - SOLUTION,False,False,,,,masstransit,drawdown-master/solution/masstransit/vma_data/VMA_info.csv
13,14,Total_Energy_Used_per_functional_unit_SOLUTION,Total Energy Used per functional unit - SOLUTION,True,False,9.261385289614363e-12,9.261385289614363e-12,9.261385289614363e-12,masstransit,drawdown-master/solution/masstransit/vma_data/VMA_info.csv
14,15,Fuel_Consumed_per_Functional_Unit_CONVENTIONAL,Fuel Consumed per Functional Unit - CONVENTIONAL,True,False,0.05294180348093162,0.0633205904462522,0.04256301651561105,masstransit,drawdown-master/solution/masstransit/vma_data/VMA_info.csv
15,16,Fuel_Efficiency_Factor_SOLUTION,Fuel Efficiency Factor - SOLUTION,True,False,0.8268821867810374,0.8268821867810374,0.8268821867810374,masstransit,drawdown-master/solution/masstransit/vma_data/VMA_info.csv
16,17,Direct_Emissions_per_CONVENTIONAL_Functional_Unit,Direct Emissions per CONVENTIONAL Functional Unit,False,False,,,,masstransit,drawdown-master/solution/masstransit/vma_data/VMA_info.csv
17,18,Direct_Emissions_per_SOLUTION_Functional_Unit,Direct Emissions per SOLUTION Functional Unit,False,False,,,,masstransit,drawdown-master/solution/masstransit/vma_data/VMA_info.csv
18,19,Indirect_CO2_Emissions_per_CONVENTIONAL_Implementation_OR_functional_Unit_CHOOSE_ONLY_ONE_on_Advanced_Controls,Indirect CO2 Emissions per CONVENTIONAL Implementation OR functional Unit -- CHOOSE ONLY ONE on Advanced Controls,True,False,3.0976734580770774e-05,4.907425055184714e-05,1.2879218609694396e-05,masstransit,drawdown-master/solution/masstransit/vma_data/VMA_info.csv
19,20,Indirect_CO2_Emissions_per_SOLUTION_Implementation_Unit_Select_on_Advanced_Controls,Indirect CO2 Emissions per SOLUTION Implementation Unit (Select on Advanced Controls),True,False,1.8643452105773708e-05,3.375130212771699e-05,3.53560208383043e-06,masstransit,drawdown-master/solution/masstransit/vma_data/VMA_info.csv
20,21,CH4_CO2eq_Tons_Reduced,CH4-CO2eq Tons Reduced,False,False,,,,masstransit,drawdown-master/solution/masstransit/vma_data/VMA_info.csv
21,22,N2O_CO2eq_Tons_Reduced,N2O-CO2eq Tons Reduced,False,False,,,,masstransit,drawdown-master/solution/masstransit/vma_data/VMA_info.csv
